,index_left,N_,ENDERECO,BAIRRO,CIDADE,NUCLEO,PROTOCOLO,SECRETARIA,DATA,DATA_ATEND,HORA,FLAGRANTE,MODIFICADO,ORIGINAL,NATUREZA,date,score,hex,NOME,geometry
682,2026.0,2089.0,"R. PROFESSOR ORLANDO ALVES CHAVES, 499",PORTÃO,CURITIBA,Portao,03731/2018,SMDS,03-03-2018,2018-03-04,21:00:00,NÃO,,,Alagamento,2020 -07 -19,100,88a804d905fffff,PORT?âO,"POLYGON ((-49.309048293845166 -25.478700437163955, -49.30489651880631 -25.47599101023323, -49.305754415356766 -25.471458994518063, -49.31076398599798 -25.46963649369921, -49.314915639007246 -25.472346007673607, -49.31405784341419 -25.47687793541282, -49.309048293845166 -25.478700437163955))"
682,2030.0,2093.0,"R. PROFESSOR ORLANDO ALVES CHAVES, 499",PORTÃO,CURITIBA,Portao,03727/2018,SMDS,03-03-2018,2018-03-04,20:50:00,NÃO,,,Alagamento,2020 -07 -19,100,88a804d905fffff,PORT?âO,"POLYGON ((-49.309048293845166 -25.478700437163955, -49.30489651880631 -25.47599101023323, -49.305754415356766 -25.471458994518063, -49.31076398599798 -25.46963649369921, -49.314915639007246 -25.472346007673607, -49.31405784341419 -25.47687793541282, -49.309048293845166 -25.478700437163955))"
683,56.0,58.0,"R. JURACI NADALIN, 1",CENTRO,CURITIBA,Matriz,24009/2014,SMDS,11-12-2014,2014-12-11,22:00:00,NÃO,,,Alagamento,2020 -05 -30,100,88a804d90bfffff,PORT?âO,"POLYGON ((-49.32737037525793 -25.48047297100619, -49.32321883368032 -25.4777642463511, -49.32407652827891 -25.473232406666273, -49.3290856634329 -25.471409379759013, -49.33323708272173 -25.474118191518656, -49.33237948915464 -25.478649943070643, -49.32737037525793 -25.48047297100619))"
683,631.0,651.0,"R. WALDEMAR CAVANHA, 52",CAMPO COMPRIDO,CURITIBA,Santa Felicidade,17122/2014,SMDS,31-08-2014,2014-08-31,13:00:00,NÃO,,,Alagamento,2020 -05 -30,100,88a804d90bfffff,PORT?âO,"POLYGON ((-49.32737037525793 -25.48047297100619, -49.32321883368032 -25.4777642463511, -49.32407652827891 -25.473232406666273, -49.3290856634329 -25.471409379759013, -49.33323708272173 -25.474118191518656, -49.33237948915464 -25.478649943070643, -49.32737037525793 -25.48047297100619))"
683,651.0,673.0,"R. PROFESSOR MAURO RODINSKI, 95",FAZENDINHA,CURITIBA,Portao,16673/2009,SMDS,09-09-2009,2009-09-09,18:30:00,NÃO,,,Alagamento,2020 -05 -30,100,88a804d90bfffff,PORT?âO,"POLYGON ((-49.32737037525793 -25.48047297100619, -49.32321883368032 -25.4777642463511, -49.32407652827891 -25.473232406666273, -49.3290856634329 -25.471409379759013, -49.33323708272173 -25.474118191518656, -49.33237948915464 -25.478649943070643, -49.32737037525793 -25.48047297100619))"
683,660.0,682.0,"R. PROFESSOR MAURO RODINSKI, 177",FAZENDINHA,CURITIBA,Portao,16656/2009,SMDS,09-09-2009,2009-09-09,17:42:00,NÃO,,,Alagamento,2020 -05 -30,100,88a804d90bfffff,PORT?âO,"POLYGON ((-49.32737037525793 -25.48047297100619, -49.32321883368032 -25.4777642463511, -49.32407652827891 -25.473232406666273, -49.3290856634329 -25.471409379759013, -49.33323708272173 -25.474118191518656, -49.33237948915464 -25.478649943070643, -49.32737037525793 -25.48047297100619))"
683,701.0,726.0,"R. FIDELINO FIGUEIREDO, 467",FAZENDINHA,CURITIBA,Portao,16015/2010,SMMA,24-09-2010,2010-09-24,21:59:00,NÃO,,,Alagamento,2020 -05 -30,100,88a804d90bfffff,PORT?âO,"POLYGON ((-49.32737037525793 -25.48047297100619, -49.32321883368032 -25.4777642463511, -49.32407652827891 -25.473232406666273, -49.3290856634329 -25.471409379759013, -49.33323708272173 -25.474118191518656, -49.33237948915464 -25.478649943070643, -49.32737037525793 -25.48047297100619))"
683,1256.0,1302.0,"R. PROFESSOR MAURO RODINSKI, 66",FAZENDINHA,CURITIBA,Portao,03423/2011,SMDS,14-02-2011,2011-02-14,22:06:00,NÃO,,,Alagamento,2020 -05 -30,100,88a804d90bfffff,PORT?âO,"POLYGON ((-49.32737037525793 -25.48047297100619, -49.32321883368032 -25.4777642463511, -49.32407652827891 -25.473232406666273, -49.3290856634329 -25.471409379759013, -49.33323708272173 -25.474118191518656, -49.33237948915464 -25.478649943070643, -49.32737037525793 -25.48047297100619))"
683,1386.0,1438.0,"R. ROTTERDAM, 448",FAZENDINHA,CURITIBA,Portao,03017/2011,SMDS,10-02-2011,2011-02-10,22:29:00,NÃO,,,Alagamento,2020 -05 -30,100,88a804d90bfffff,PORT?âO,"POLYGON ((-49.32737037525793 -25.48047297100619, -49.32321883368032 -25.4777642463511, -49.32407652827891 -25.473232406666273, -49.3290856634329 -25.471409379759013, -49.33323708272173 -25.474118191518656, -49.33237948915464 -25.478649943070643, -49.32737037525793 -25.48047297100619))"
683,1994.0,2057.0,"R. VEREADOR ELIAS KARAM, 106",FAZENDINHA,CURITIBA,Portao,21656/2017,SMDS,22-12-2017,2017-12-22,21:53:00,NÃO,,,Alagamento,2020 -05 -30,100,88a804d90bfffff,PORT?âO,"POLYGON ((-49.32737037525793 -25.48047297100619, -49.32321883368032 -25.4777642463511, -49.32407652827891 -25.473232406666273, -49.3290856634329 -25.471409379759013, -49.33323708272173 -25.474118191518656, -49.33237948915464 -25.478649943070643, -49.32737037525793 -25.48047297100619))"
683,2019.0,2082.0,"R. PROFESSOR MAURO RODINSKI, 66",FAZENDINHA,CURITIBA,Portao,03768/2018,SMDS,04-03-2018,2018-03-04,11:44:00,NÃO,,,Alagamento,2020 -05 -30,100,88a804d90bfffff,PORT?âO,"POLYGON ((-49.32737037525793 -25.48047297100619, -49.32321883368032 -25.4777642463511, -49.32407652827891 -25.473232406666273, -49.3290856634329 -25.471409379759013, -49.33323708272173 -25.474118191518656, -49.33237948915464 -25.478649943070643, -49.32737037525793 -25.48047297100619))"
684,257.0,262.0,"R. ISAAC GUELMANN, 707",NOVO MUNDO,CURITIBA,Pinheirinho,21805/2009,SMDS,19-11-2009,2009-11-19,22:30:00,NÃO,,,Alagamento,2020 -03 -26,100,88a804d967fffff,PORT?âO,"POLYGON ((-49.2940188174422 -25.484166891400214, -49.28986680416285 -25.481457200369526, -49.29072487603997 -25.476925446154812, -49.29573486030686 -25.475103470789907, -49.29988675176653 -25.477813248816453, -49.29902878078828 -25.482344915201697, -49.2940188174422 -25.484166891400214))"
684,663.0,685.0,"R. BALDUR MAGNUS GRUBBA, 1",NOVO MUNDO,CURITIBA,Pinheirinho,16653/2009,SMDS,09-09-2009,2009-09-09,17:05:00,NÃO,,,Alagamento,2020 -03 -26,100,88a804d967fffff,PORT?âO,"POLYGON ((-49.2940188174422 -25.484166891400214, -49.28986680416285 -25.481457200369526, -49.29072487603997 -25.476925446154812, -49.29573486030686 -25.475103470789907, -49.29988675176653 -25.477813248816453, -49.29902878078828 -25.482344915201697, -49.2940188174422 -25.484166891400214))"
685,,,,,,,,,,,,,,,Nenhum,2020 -03 -09,100,88a804d909fffff,PORT?âO,"POLYGON ((-49.32150339654261 -25.486827139278642, -49.317351732756435 -25.484118501710668, -49.31820950182568 -25.4795870112197, -49.32321883368032 -25.4777642463511, -49.32737037525793 -25.48047297100619, -49.32651270719877 -25.4850043734324, -49.32150339654261 -25.486827139278642))"
686,,,,,,,,,,,,,,,Nenhum,2020 -03 -07,99,88a804d909fffff,PORT?âO,"POLYGON ((-49.32150339654261 -25.486827139278642, -49.317351732756435 -25.484118501710668, -49.31820950182568 -25.4795870112197, -49.32321883368032 -25.4777642463511, -49.32737037525793 -25.48047297100619, -49.32651270719877 -25.4850043734324, -49.32150339654261 -25.486827139278642))"
687,395.0,404.0,"R. JOÃO SURIAN, 44",NOVO MUNDO,CURITIBA,Pinheirinho,20995/2010,SMDS,07-12-2010,2010-12-07,21:14:00,NÃO,,,Alagamento,2020 -08 -04,100,88a804d963fffff,PORT?âO,"POLYGON ((-49.30318067777648 -25.485054255106146, -49.29902878078828 -25.482344915201697, -49.29988675176653 -25.477813248816453, -49.30489651880631 -25.47599101023323, -49.309048293845166 -25.478700437163955, -49.30819042380288 -25.483232015641274, -49.30318067777648 -25.485054255106146))"
687,398.0,407.0,"R. ITACOLOMI, 1446",PORTÃO,CURITIBA,Portao,20847/2009,SMDS,06-11-2009,2009-11-06,19:06:00,NÃO,,,Alagamento,2020 -08 -04,100,88a804d963fffff,PORT?âO,"POLYGON ((-49.30318067777648 -25.485054255106146, -49.29902878078828 -25.482344915201697, -49.29988675176653 -25.477813248816453, -49.30489651880631 -25.47599101023323, -49.309048293845166 -25.478700437163955, -49.30819042380288 -25.483232015641274, -49.30318067777648 -25.485054255106146))"
687,608.0,628.0,"R. CARLOS BLANCK, 670",PORTÃO,CURITIBA,Portao,17298/2017,SME,12-10-2017,2017-10-12,18:57:00,NÃO,,,Alagamento,2020 -08 -04,100,88a804d963fffff,PORT?âO,"POLYGON ((-49.30318067777648 -25.485054255106146, -49.29902878078828 -25.482344915201697, -49.29988675176653 -25.477813248816453, -49.30489651880631 -25.47599101023323, -49.309048293845166 -25.478700437163955, -49.30819042380288 -25.483232015641274, -49.30318067777648 -25.485054255106146))"
687,634.0,655.0,"R. ITACOLOMI, 1446",PORTÃO,CURITIBA,Portao,16998/2009,SMDS,13-09-2009,2009-09-13,16:07:00,NÃO,,,Alagamento,2020 -08 -04,100,88a804d963fffff,PORT?âO,"POLYGON ((-49.30318067777648 -25.485054255106146, -49.29902878078828 -25.482344915201697, -49.29988675176653 -25.477813248816453, -49.30489651880631 -25.47599101023323, -49.309048293845166 -25.478700437163955, -49.30819042380288 -25.483232015641274, -49.30318067777648 -25.485054255106146))"
687,782.0,813.0,"R. ITACOLOMI, 1",PORTÃO,CURITIBA,Portao,12672/2009,SMSA,11-07-2009,2009-07-11,13:33:00,NÃO,,,Alagamento,2020 -08 -04,100,88a804d963fffff,PORT?âO,"POLYGON ((-49.30318067777648 -25.485054255106146, -49.29902878078828 -25.482344915201697, -49.29988675176653 -25.477813248816453, -49.30489651880631 -25.47599101023323, -49.309048293845166 -25.478700437163955, -49.30819042380288 -25.483232015641274, -49.30318067777648 -25.485054255106146))"
687,1229.0,1274.0,"R. ITAJUBÁ, 980",PORTÃO,CURITIBA,Portao,03806/2011,SMDS,19-02-2011,2011-02-19,17:17:00,NÃO,,,Alagamento,2020 -08 -04,100,88a804d963fffff,PORT?âO,"POLYGON ((-49.30318067777648 -25.485054255106146, -49.29902878078828 -25.482344915201697, -49.29988675176653 -25.477813248816453, -49.30489651880631 -25.47599101023323, -49.309048293845166 -25.478700437163955, -49.30819042380288 -25.483232015641274, -49.30318067777648 -25.485054255106146))"
687,1430.0,1484.0,"R. ITACOLOMI, 803",FAZENDINHA,CURITIBA,Portao,02599/2015,SMDS,08-02-2015,2015-02-08,19:21:00,NÃO,,,Alagamento,2020 -08 -04,100,88a804d963fffff,PORT?âO,"POLYGON ((-49.30318067777648 -25.485054255106146, -49.29902878078828 -25.482344915201697, -49.29988675176653 -25.477813248816453, -49.30489651880631 -25.47599101023323, -49.309048293845166 -25.478700437163955, -49.30819042380288 -25.483232015641274, -49.30318067777648 -25.485054255106146))"
687,1886.0,1949.0,"R. JOÃO SURIAN, 44",NOVO MUNDO,CURITIBA,Pinheirinho,00341/2011,SMDS,06-01-2011,2011-01-06,21:46:00,NÃO,,,Alagamento,2020 -08 -04,100,88a804d963fffff,PORT?âO,"POLYGON ((-49.30318067777648 -25.485054255106146, -49.29902878078828 -25.482344915201697, -49.29988675176653 -25.477813248816453, -49.30489651880631 -25.47599101023323, -49.309048293845166 -25.478700437163955, -49.30819042380288 -25.483232015641274, -49.30318067777648 -25.485054255106146))"
687,2013.0,2076.0,"R. ITACOLOMI, 887",PORTÃO,CURITIBA,Portao,21630/2017,SMDS,22-12-2017,2017-12-22,19:57:00,NÃO,,,Alagamento,2020 -08 -04,100,88a804d963fffff,PORT?âO,"POLYGON ((-49.30318067777648 -25.485054255106146, -49.29902878078828 -25.482344915201697, -49.29988675176653 -25.477813248816453, -49.30489651880631 -25.47599101023323, -49.309048293845166 -25.478700437163955, -49.30819042380288 -25.483232015641274, -49.30318067777648 -25.485054255106146))"
687,2023.0,2086.0,"R. ITACOLOMI, 803",FAZENDINHA,CURITIBA,Portao,03755/2018,SMDS,04-03-2018,2018-03-04,08:07:00,NÃO,,,Alagamento,2020 -08 -04,100,88a804d963fffff,PORT?âO,"POLYGON ((-49.30318067777648 -25.485054255106146, -49.29902878078828 -25.482344915201697, -49.29988675176653 -25.477813248816453, -49.30489651880631 -25.47599101023323, -49.309048293845166 -25.478700437163955, -49.30819042380288 -25.483232015641274, -49.30318067777648 -25.485054255106146))"
688,395.0,404.0,"R. JOÃO SURIAN, 44",NOVO MUNDO,CURITIBA,Pinheirinho,20995/2010,SMDS,07-12-2010,2010-12-07,21:14:00,NÃO,,,Alagamento,2020 -03 -21,99,88a804d963fffff,PORT?âO,"POLYGON ((-49.30318067777648 -25.485054255106146, -49.29902878078828 -25.482344915201697, -49.29988675176653 -25.477813248816453, -49.30489651880631 -25.47599101023323, -49.309048293845166 -25.478700437163955, -49.30819042380288 -25.483232015641274, -49.30318067777648 -25.485054255106146))"
688,398.0,407.0,"R. ITACOLOMI, 1446",PORTÃO,CURITIBA,Portao,20847/2009,SMDS,06-11-2009,2009-11-06,19:06:00,NÃO,,,Alagamento,2020 -03 -21,99,88a804d963fffff,PORT?âO,"POLYGON ((-49.30318067777648 -25.485054255106146, -49.29902878078828 -25.482344915201697, -49.29988675176653 -25.477813248816453, -49.30489651880631 -25.47599101023323, -49.309048293845166 -25.478700437163955, -49.30819042380288 -25.483232015641274, -49.30318067777648 -25.485054255106146))"
688,608.0,628.0,"R. CARLOS BLANCK, 670",PORTÃO,CURITIBA,Portao,17298/2017,SME,12-10-2017,2017-10-12,18:57:00,NÃO,,,Alagamento,2020 -03 -21,99,88a804d963fffff,PORT?âO,"POLYGON ((-49.30318067777648 -25.485054255106146, -49.29902878078828 -25.482344915201697, -49.29988675176653 -25.477813248816453, -49.30489651880631 -25.47599101023323, -49.309048293845166 -25.478700437163955, -49.30819042380288 -25.483232015641274, -49.30318067777648 -25.485054255106146))"
688,634.0,655.0,"R. ITACOLOMI, 1446",PORTÃO,CURITIBA,Portao,16998/2009,SMDS,13-09-2009,2009-09-13,16:07:00,NÃO,,,Alagamento,2020 -03 -21,99,88a804d963fffff,PORT?âO,"POLYGON ((-49.30318067777648 -25.485054255106146, -49.29902878078828 -25.482344915201697, -49.29988675176653 -25.477813248816453, -49.30489651880631 -25.47599101023323, -49.309048293845166 -25.478700437163955, -49.30819042380288 -25.483232015641274, -49.30318067777648 -25.485054255106146))"
688,782.0,813.0,"R. ITACOLOMI, 1",PORTÃO,CURITIBA,Portao,12672/2009,SMSA,11-07-2009,2009-07-11,13:33:00,NÃO,,,Alagamento,2020 -03 -21,99,88a804d963fffff,PORT?âO,"POLYGON ((-49.30318067777648 -25.485054255106146, -49.29902878078828 -25.482344915201697, -49.29988675176653 -25.477813248816453, -49.30489651880631 -25.47599101023323, -49.309048293845166 -25.478700437163955, -49.30819042380288 -25.483232015641274, -49.30318067777648 -25.485054255106146))"
688,1229.0,1274.0,"R. ITAJUBÁ, 980",PORTÃO,CURITIBA,Portao,03806/2011,SMDS,19-02-2011,2011-02-19,17:17:00,NÃO,,,Alagamento,2020 -03 -21,99,88a804d963fffff,PORT?âO,"POLYGON ((-49.30318067777648 -25.485054255106146, -49.29902878078828 -25.482344915201697, -49.29988675176653 -25.477813248816453, -49.30489651880631 -25.47599101023323, -49.309048293845166 -25.478700437163955, -49.30819042380288 -25.483232015641274, -49.30318067777648 -25.485054255106146))"
688,1430.0,1484.0,"R. ITACOLOMI, 803",FAZENDINHA,CURITIBA,Portao,02599/2015,SMDS,08-02-2015,2015-02-08,19:21:00,NÃO,,,Alagamento,2020 -03 -21,99,88a804d963fffff,PORT?âO,"POLYGON ((-49.30318067777648 -25.485054255106146, -49.29902878078828 -25.482344915201697, -49.29988675176653 -25.477813248816453, -49.30489651880631 -25.47599101023323, -49.309048293845166 -25.478700437163955, -49.30819042380288 -25.483232015641274, -49.30318067777648 -25.485054255106146))"
688,1886.0,1949.0,"R. JOÃO SURIAN, 44",NOVO MUNDO,CURITIBA,Pinheirinho,00341/2011,SMDS,06-01-2011,2011-01-06,21:46:00,NÃO,,,Alagamento,2020 -03 -21,99,88a804d963fffff,PORT?âO,"POLYGON ((-49.30318067777648 -25.485054255106146, -49.29902878078828 -25.482344915201697, -49.29988675176653 -25.477813248816453, -49.30489651880631 -25.47599101023323, -49.309048293845166 -25.478700437163955, -49.30819042380288 -25.483232015641274, -49.30318067777648 -25.485054255106146))"
688,2013.0,2076.0,"R. ITACOLOMI, 887",PORTÃO,CURITIBA,Portao,21630/2017,SMDS,22-12-2017,2017-12-22,19:57:00,NÃO,,,Alagamento,2020 -03 -21,99,88a804d963fffff,PORT?âO,"POLYGON ((-49.30318067777648 -25.485054255106146, -49.29902878078828 -25.482344915201697, -49.29988675176653 -25.477813248816453, -49.30489651880631 -25.47599101023323, -49.309048293845166 -25.478700437163955, -49.30819042380288 -25.483232015641274, -49.30318067777648 -25.485054255106146))"
688,2023.0,2086.0,"R. ITACOLOMI, 803",FAZENDINHA,CURITIBA,Portao,03755/2018,SMDS,04-03-2018,2018-03-04,08:07:00,NÃO,,,Alagamento,2020 -03 -21,99,88a804d963fffff,PORT?âO,"POLYGON ((-49.30318067777648 -25.485054255106146, -49.29902878078828 -25.482344915201697, -49.29988675176653 -25.477813248816453, -49.30489651880631 -25.47599101023323, -49.309048293845166 -25.478700437163955, -49.30819042380288 -25.483232015641274, -49.30318067777648 -25.485054255106146))"
689,9.0,10.0,"R. IVO OTTO, 221",CIDADE INDUSTRIAL,CURITIBA,CIC,25233/2015,SMDS,25-12-2015,2015-12-25,19:27:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,261.0,266.0,"R. ARNALDO RUDNICK, 176",NOVO MUNDO,CURITIBA,Pinheirinho,21801/2009,SMDS,19-11-2009,2009-11-19,22:53:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,304.0,309.0,"R. CAROLINA CASTELLI, 1",NOVO MUNDO,CURITIBA,Pinheirinho,21753/2009,SMDS,19-11-2009,2009-11-19,21:42:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,337.0,343.0,"R. JOSÉ GUSSO, 325",FAZENDINHA,CURITIBA,Portao,21412/2010,SMDS,13-12-2010,2010-12-13,18:44:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,571.0,590.0,"R. JOÃO MARIA DA SILVEIRA, 217",NOVO MUNDO,CURITIBA,Pinheirinho,17655/2009,SMDS,23-09-2009,2009-09-23,08:14:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,578.0,598.0,"R. JOÃO MARIA DA SILVEIRA, 217",NOVO MUNDO,CURITIBA,Pinheirinho,17647/2009,SMDS,23-09-2009,2009-09-23,07:19:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,633.0,654.0,"R. JOÃO MARIA DA SILVEIRA, 217",NOVO MUNDO,CURITIBA,Pinheirinho,17000/2009,SMDS,13-09-2009,2009-09-13,16:14:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,684.0,709.0,"R. JOÃO MARIA DA SILVEIRA, 217",NOVO MUNDO,CURITIBA,Pinheirinho,16581/2009,SMDS,08-09-2009,2009-09-08,12:38:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,947.0,985.0,"R. JORGE FELIPE DAHER FILHO, 133",FAZENDINHA,CURITIBA,Portao,06898/2010,SMDS,28-04-2010,2010-04-28,17:17:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,1089.0,1131.0,"R. BALDUR MAGNUS GRUBBA, 10601",NOVO MUNDO,CURITIBA,Pinheirinho,06166/2012,SME,14-04-2012,2012-04-14,22:03:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,1230.0,1275.0,"R. LAVRADOR JOÃO SILVA ORTIZ, 11",NOVO MUNDO,CURITIBA,Pinheirinho,03803/2011,SMDS,19-02-2011,2011-02-19,17:10:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,1332.0,1382.0,"R. LAVRADOR JOÃO SILVA ORTIZ, 11",NOVO MUNDO,CURITIBA,Pinheirinho,03287/2011,SMDS,12-02-2011,2011-02-12,21:46:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,1432.0,1486.0,"R. LAVRADOR JOÃO SILVA ORTIZ, 25",NOVO MUNDO,CURITIBA,Pinheirinho,02597/2015,SMDS,08-02-2015,2015-02-08,19:18:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,1465.0,1521.0,"R. LAVRADOR JOÃO SILVA ORTIZ, 25",NOVO MUNDO,CURITIBA,Pinheirinho,02330/2015,SMDS,04-02-2015,2015-02-04,21:03:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,1473.0,1529.0,"R. ARNALDO RUDNICK, 187",CIDADE INDUSTRIAL,CURITIBA,CIC,02321/2015,SMDS,04-02-2015,2015-02-04,20:15:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,1551.0,1608.0,"R. CAROLINA CASTELLI, 112",NOVO MUNDO,CURITIBA,Pinheirinho,02184/2011,SMDS,29-01-2011,2011-01-29,21:20:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,1877.0,1939.0,"R. DOMINGOS GUTIERREZ BELTRÃO, 59",NOVO MUNDO,CURITIBA,Pinheirinho,00350/2011,SMDS,06-01-2011,2011-01-06,21:55:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
689,1900.0,1963.0,"R. JOÃO MARIA DA SILVEIRA, 217",NOVO MUNDO,CURITIBA,Pinheirinho,00213/2010,SMDS,05-01-2010,2010-01-05,19:09:00,NÃO,,,Alagamento,2020 -05 -11,100,88a804d90dfffff,PORT?âO,"POLYGON ((-49.31234220429336 -25.485941004391464, -49.30819042380288 -25.483232015641274, -49.309048293845166 -25.478700437163955, -49.31405784341419 -25.47687793541282, -49.31820950182568 -25.4795870112197, -49.317351732756435 -25.484118501710668, -49.31234220429336 -25.485941004391464))"
