,index_left,N_,ENDERECO,BAIRRO,CIDADE,NUCLEO,PROTOCOLO,SECRETARIA,DATA,DATA_ATEND,HORA,FLAGRANTE,MODIFICADO,ORIGINAL,NATUREZA,date,score,hex,NOME,geometry
503,10.0,11.0,"R. WALTER S DE CASTRO VELLOSO, 16",SANTA FELICIDADE,CURITIBA,Santa Felicidade,25231/2015,SMDS,25-12-2015,2015-12-25,19:17:00,NÃO,,,Alagamento,2020 -07 -12,100,88a804d9c7fffff,CIC,"POLYGON ((-49.35670119797837 -25.4486929670381, -49.35255026864614 -25.44598380668626, -49.35340759071131 -25.4414502230098, -49.358415740979524 -25.439625888148246, -49.36256654762229 -25.442335135691582, -49.36170932669556 -25.44686863089465, -49.35670119797837 -25.4486929670381))"
503,478.0,492.0,"R. JOÃO KINELSKI, 39",CIDADE INDUSTRIAL,CURITIBA,CIC,18705/2016,SMDS,09-11-2016,2016-11-09,20:42:00,NÃO,,,Alagamento,2020 -07 -12,100,88a804d9c7fffff,CIC,"POLYGON ((-49.35670119797837 -25.4486929670381, -49.35255026864614 -25.44598380668626, -49.35340759071131 -25.4414502230098, -49.358415740979524 -25.439625888148246, -49.36256654762229 -25.442335135691582, -49.36170932669556 -25.44686863089465, -49.35670119797837 -25.4486929670381))"
503,845.0,879.0,"R. PEDRO VIRIATO DE SOUZA, 4686",CAMPO COMPRIDO,CURITIBA,Santa Felicidade,11466/2010,SMDS,13-07-2010,2010-07-13,04:25:00,NÃO,,,Alagamento,2020 -07 -12,100,88a804d9c7fffff,CIC,"POLYGON ((-49.35670119797837 -25.4486929670381, -49.35255026864614 -25.44598380668626, -49.35340759071131 -25.4414502230098, -49.358415740979524 -25.439625888148246, -49.36256654762229 -25.442335135691582, -49.36170932669556 -25.44686863089465, -49.35670119797837 -25.4486929670381))"
504,,,,,,,,,,,,,,,Nenhum,2020 -04 -13,61,88a804d9ddfffff,CIC,"POLYGON ((-49.375018741851854 -25.45046129982211, -49.37086804810152 -25.447752841552482, -49.37172516785286 -25.443219434901295, -49.376732880151465 -25.44139457513976, -49.38088345095357 -25.44410312066196, -49.38002643241455 -25.448636438682776, -49.375018741851854 -25.45046129982211))"
505,,,,,,,,,,,,,,,Nenhum,2020 -03 -30,5,88a804d9ddfffff,CIC,"POLYGON ((-49.375018741851854 -25.45046129982211, -49.37086804810152 -25.447752841552482, -49.37172516785286 -25.443219434901295, -49.376732880151465 -25.44139457513976, -49.38088345095357 -25.44410312066196, -49.38002643241455 -25.448636438682776, -49.375018741851854 -25.45046129982211))"
506,,,,,,,,,,,,,,,Nenhum,2020 -03 -17,98,88a804d9c3fffff,CIC,"POLYGON ((-49.365860138339976 -25.449577440219254, -49.36170932669556 -25.44686863089465, -49.36256654762229 -25.442335135691582, -49.367574479027304 -25.44051053835467, -49.37172516785286 -25.443219434901295, -49.37086804810152 -25.447752841552482, -49.365860138339976 -25.449577440219254))"
507,,,,,,,,,,,,,,,Nenhum,2020 -03 -31,71,88a804d9d9fffff,CIC,"POLYGON ((-49.38417700806458 -25.45134454586975, -49.38002643241455 -25.448636438682776, -49.38088345095357 -25.44410312066196, -49.38589094390264 -25.4422779985266, -49.390041396475084 -25.444986192996684, -49.38918447918529 -25.44951942230868, -49.38417700806458 -25.45134454586975))"
508,1123.0,1166.0,"R. ANTONIO OLIVETTI, 80",CAMPO COMPRIDO,CURITIBA,Santa Felicidade,04999/2009,SMDS,12-03-2009,2009-03-12,01:09:00,NÃO,,,Alagamento,2020 -07 -25,100,88a804d9c5fffff,CIC,"POLYGON ((-49.35083557656226 -25.45505018857544, -49.34668452462069 -25.45234111539773, -49.34754192121654 -25.447807880255677, -49.35255026864614 -25.44598380668626, -49.35670119797837 -25.4486929670381, -49.355843902499586 -25.45322611377489, -49.35083557656226 -25.45505018857544))"
508,1945.0,2008.0,"R. ROGERIO PEREIRA DE CAMARGO, 94",CAMPO COMPRIDO,CURITIBA,Santa Felicidade,00093/2009,SMDS,02-01-2009,2009-01-02,16:51:00,NÃO,,,Alagamento,2020 -07 -25,100,88a804d9c5fffff,CIC,"POLYGON ((-49.35083557656226 -25.45505018857544, -49.34668452462069 -25.45234111539773, -49.34754192121654 -25.447807880255677, -49.35255026864614 -25.44598380668626, -49.35670119797837 -25.4486929670381, -49.355843902499586 -25.45322611377489, -49.35083557656226 -25.45505018857544))"
508,2118.0,2181.0,"R. JOÃO DEMBINSKI, 15",CIDADE INDUSTRIAL,CURITIBA,CIC,04732/2018,SMDS,18-03-2018,2018-03-18,19:12:00,NÃO,,,Alagamento,2020 -07 -25,100,88a804d9c5fffff,CIC,"POLYGON ((-49.35083557656226 -25.45505018857544, -49.34668452462069 -25.45234111539773, -49.34754192121654 -25.447807880255677, -49.35255026864614 -25.44598380668626, -49.35670119797837 -25.4486929670381, -49.355843902499586 -25.45322611377489, -49.35083557656226 -25.45505018857544))"
509,1123.0,1166.0,"R. ANTONIO OLIVETTI, 80",CAMPO COMPRIDO,CURITIBA,Santa Felicidade,04999/2009,SMDS,12-03-2009,2009-03-12,01:09:00,NÃO,,,Alagamento,2020 -07 -24,99,88a804d9c5fffff,CIC,"POLYGON ((-49.35083557656226 -25.45505018857544, -49.34668452462069 -25.45234111539773, -49.34754192121654 -25.447807880255677, -49.35255026864614 -25.44598380668626, -49.35670119797837 -25.4486929670381, -49.355843902499586 -25.45322611377489, -49.35083557656226 -25.45505018857544))"
509,1945.0,2008.0,"R. ROGERIO PEREIRA DE CAMARGO, 94",CAMPO COMPRIDO,CURITIBA,Santa Felicidade,00093/2009,SMDS,02-01-2009,2009-01-02,16:51:00,NÃO,,,Alagamento,2020 -07 -24,99,88a804d9c5fffff,CIC,"POLYGON ((-49.35083557656226 -25.45505018857544, -49.34668452462069 -25.45234111539773, -49.34754192121654 -25.447807880255677, -49.35255026864614 -25.44598380668626, -49.35670119797837 -25.4486929670381, -49.355843902499586 -25.45322611377489, -49.35083557656226 -25.45505018857544))"
509,2118.0,2181.0,"R. JOÃO DEMBINSKI, 15",CIDADE INDUSTRIAL,CURITIBA,CIC,04732/2018,SMDS,18-03-2018,2018-03-18,19:12:00,NÃO,,,Alagamento,2020 -07 -24,99,88a804d9c5fffff,CIC,"POLYGON ((-49.35083557656226 -25.45505018857544, -49.34668452462069 -25.45234111539773, -49.34754192121654 -25.447807880255677, -49.35255026864614 -25.44598380668626, -49.35670119797837 -25.4486929670381, -49.355843902499586 -25.45322611377489, -49.35083557656226 -25.45505018857544))"
510,18.0,19.0,"R. CIDADE JARDIM OLINDA, 335",AUGUSTA,CURITIBA,CIC,24759/2014,SMDS,22-12-2014,2014-12-22,11:15:00,NÃO,,,Alagamento,2020 -04 -08,94,88a804d837fffff,CIC,"POLYGON ((-49.37831234736568 -25.45770228943426, -49.37416164871809 -25.454994269512998, -49.375018741851854 -25.45046129982211, -49.38002643241455 -25.448636438682776, -49.38417700806458 -25.45134454586975, -49.38332001615871 -25.455877426920008, -49.37831234736568 -25.45770228943426))"
511,353.0,362.0,"R. IZALTINO DIAS FERRAZ, 115",CIDADE INDUSTRIAL,CURITIBA,CIC,21185/2015,SMDS,22-10-2015,2015-10-23,23:36:00,NÃO,,,Alagamento,2020 -08 -24,100,88a804d9c1fffff,CIC,"POLYGON ((-49.35999483688279 -25.455934835894855, -49.355843902499586 -25.45322611377489, -49.35670119797837 -25.4486929670381, -49.36170932669556 -25.44686863089465, -49.365860138339976 -25.449577440219254, -49.36500294401523 -25.45411049847233, -49.35999483688279 -25.455934835894855))"
511,2126.0,2189.0,"R. EDUARDO SPRADA, 5807",CIDADE INDUSTRIAL,CURITIBA,CIC,04456/2018,SMDS,14-03-2018,2018-03-14,17:10:00,NÃO,,,Alagamento,2020 -08 -24,100,88a804d9c1fffff,CIC,"POLYGON ((-49.35999483688279 -25.455934835894855, -49.355843902499586 -25.45322611377489, -49.35670119797837 -25.4486929670381, -49.36170932669556 -25.44686863089465, -49.365860138339976 -25.449577440219254, -49.36500294401523 -25.45411049847233, -49.35999483688279 -25.455934835894855))"
512,353.0,362.0,"R. IZALTINO DIAS FERRAZ, 115",CIDADE INDUSTRIAL,CURITIBA,CIC,21185/2015,SMDS,22-10-2015,2015-10-23,23:36:00,NÃO,,,Alagamento,2020 -08 -16,99,88a804d9c1fffff,CIC,"POLYGON ((-49.35999483688279 -25.455934835894855, -49.355843902499586 -25.45322611377489, -49.35670119797837 -25.4486929670381, -49.36170932669556 -25.44686863089465, -49.365860138339976 -25.449577440219254, -49.36500294401523 -25.45411049847233, -49.35999483688279 -25.455934835894855))"
512,2126.0,2189.0,"R. EDUARDO SPRADA, 5807",CIDADE INDUSTRIAL,CURITIBA,CIC,04456/2018,SMDS,14-03-2018,2018-03-14,17:10:00,NÃO,,,Alagamento,2020 -08 -16,99,88a804d9c1fffff,CIC,"POLYGON ((-49.35999483688279 -25.455934835894855, -49.355843902499586 -25.45322611377489, -49.35670119797837 -25.4486929670381, -49.36170932669556 -25.44686863089465, -49.365860138339976 -25.449577440219254, -49.36500294401523 -25.45411049847233, -49.35999483688279 -25.455934835894855))"
513,1474.0,1530.0,"R. EDUARDO SPRADA, 7536",AUGUSTA,CURITIBA,CIC,02320/2015,SMDS,04-02-2015,2015-02-04,20:08:00,NÃO,,,Alagamento,2020 -08 -01,93,88a804d9cbfffff,CIC,"POLYGON ((-49.369153760633765 -25.456818869506783, -49.36500294401523 -25.45411049847233, -49.365860138339976 -25.449577440219254, -49.37086804810152 -25.447752841552482, -49.375018741851854 -25.45046129982211, -49.37416164871809 -25.454994269512998, -49.369153760633765 -25.456818869506783))"
514,182.0,184.0,"R. MARIA HOMAN WISNIEWSKI, 25",CIDADE INDUSTRIAL,CURITIBA,CIC,21991/2010,FAS,22-12-2010,2010-12-22,17:30:00,NÃO,,,Alagamento,2020 -05 -27,99,88a804d913fffff,CIC,"POLYGON ((-49.34496968347805 -25.461406800022154, -49.34081850900725 -25.4586978140012, -49.341675980121785 -25.454164927525596, -49.34668452462069 -25.45234111539773, -49.35083557656226 -25.45505018857544, -49.34997820654342 -25.459582986713926, -49.34496968347805 -25.461406800022154))"
514,1260.0,1307.0,"R. FREI LIVIO PANIZZA, 100",CIDADE INDUSTRIAL,CURITIBA,CIC,03418/2011,SMDS,14-02-2011,2011-02-14,21:56:00,NÃO,,,Alagamento,2020 -05 -27,99,88a804d913fffff,CIC,"POLYGON ((-49.34496968347805 -25.461406800022154, -49.34081850900725 -25.4586978140012, -49.341675980121785 -25.454164927525596, -49.34668452462069 -25.45234111539773, -49.35083557656226 -25.45505018857544, -49.34997820654342 -25.459582986713926, -49.34496968347805 -25.461406800022154))"
